exp,checkpoint,checkpoint_file,sweep,sweep_val,d_x,d_model,n_layers,n_heads,episode,probe_kind,smax,tau_sv,B_nat,dim_R_nat,dim_over_nctx,r_eff_T_task,E_F_T,E_TQ_T,E_F_TQ,X_use,X_sub,max_closure,mean_closure,max_refinement,mean_refinement,s_list,mse_model,mse_krr,mse_ratio,E_pointwise_F_T
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,8,task,2,0.001,90,7,0.14893617021276595,8,0.009322261253964877,0.34065978084828397,0.3391471803586622,0.88403484355302,0.8839509137126312,0.5815771750603888,0.11546535761369377,0.9999851605161276,0.875134755871747,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.0203441759154801,0.014861832840100815,1.3688874134411335,0.010090341629686419
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,9,task,2,0.001,90,8,0.1702127659574468,8,0.012659641908793436,1.5522703836147438e-12,0.012659641908931478,0.9998397279206596,1.0,0.5610292689118798,0.09931912624995036,0.9999729361309838,0.877317446114066,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.004243704818010317,0.008326438237333627,0.5096662819142315,0.016066779856635544
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,10,task,2,0.001,90,8,0.1702127659574468,8,0.01824580356309446,2.763871672756857e-12,0.0182458035630212,0.9996679540635077,1.0,0.41787222966497917,0.09062313083729001,0.9999532511992408,0.8796654455748225,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.017931803087275103,0.020458368698683907,0.8765020980596885,0.02289768616281007
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,11,task,2,0.001,90,8,0.1702127659574468,8,0.01435717081054131,2.6791797301568763e-12,0.014357170810240818,0.9997928258048203,1.0,0.5274236121158583,0.0959180889198827,0.9999806948209766,0.8783034840916374,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.019850615740731912,0.021488684725304234,0.92377062600563,0.016315162451610042
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,12,task,2,0.001,90,7,0.14893617021276595,8,0.01900598313099296,0.24608612269671515,0.2451285143850884,0.9383780471748532,0.9394416202162184,0.4613600681657819,0.10121856712515732,0.9999882915460122,0.8832335225888952,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.043460422394840326,0.04211527133769631,1.03193974571262,0.0251110717495954
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,13,task,2,0.001,90,6,0.1276595744680851,8,0.012543520494253078,0.5037589402295813,0.5025293373960552,0.7481033642673669,0.7462269301392768,0.4905657641004575,0.12793741681869117,0.9999899540069097,0.8763933287412943,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.05188184703779264,0.03507763921495152,1.4790575477405126,0.012692814733968055
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,14,task,2,0.001,90,7,0.14893617021276595,8,0.01317352427117777,0.4522933754587431,0.44876454414342093,0.7968429345601651,0.7954307025165456,0.41378698011644555,0.09006282793656292,0.9999849213536789,0.8815630205946117,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.021411308120828008,0.023190988809058465,0.9232598185923272,0.008155453508812187
2b,dx8,model_dx8.pt,dx,8,8,128,8,4,15,task,2,0.001,90,8,0.1702127659574468,8,0.008924321421920312,2.127669327522031e-12,0.008924321422070615,0.999919727905256,1.0,0.4496530067592862,0.08001059405112501,0.9999898051561033,0.8793050915329528,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.013357526114662621,0.011364194898678116,1.1754045256841177,0.007037978661898243
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,0,task,2,0.001,90,7,0.14893617021276595,10,0.012284306239202656,0.5677166674700974,0.5703816313167351,0.6779667543781582,0.6776977854772914,0.5291188886535706,0.17162574541830555,0.9999904239487925,0.8778546690892615,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.007794878914925363,0.00867421991174264,0.8986259276610132,0.011073437421200677
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,1,task,2,0.001,90,9,0.19148936170212766,10,0.009601089186695937,0.3505073782274009,0.3516964549437344,0.8765114626569833,0.8771445778083995,0.5549189803028238,0.14556129728458445,0.9999859042258731,0.8748819162717973,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.017718110120179986,0.006961383029854111,2.5451997173830705,0.01713869130723613
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,2,task,2,0.001,90,7,0.14893617021276595,10,0.013366998712092387,0.5849411565392697,0.5826119395047747,0.661908295024753,0.6578438433871859,0.49367426419474997,0.16351115503507704,0.9999900137720827,0.878086295587393,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.07121303816340735,0.02722962941807407,2.615277537201393,0.01094488053456034
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,3,task,2,0.001,90,7,0.14893617021276595,10,0.009618429143100616,0.5137053257812265,0.514711769804366,0.7357170951728282,0.7361068382645317,0.5406205290358387,0.19027613653750264,0.9999903945611239,0.8749203991055082,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.045064735030218045,0.0350251629726287,1.2866388392092571,0.012037160311246032
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,4,task,2,0.001,90,10,0.2127659574468085,10,0.017275634155430354,1.3330547003640897e-12,0.01727563415539742,0.9997023454122291,1.0,0.5196409547973839,0.10136894399178645,0.9999824891361988,0.8745688365680562,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.009220963288078254,0.008359366971912844,1.1030695648438862,0.010976864876787356
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,5,task,2,0.001,90,8,0.1702127659574468,10,0.010175748338875605,0.43378206067455777,0.4346763832416604,0.8112445837739415,0.8118331238373107,0.6103253616279654,0.16905472981181524,0.9999886140540999,0.871873738190009,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.007282397830048026,0.0072886985007426484,0.9991355561361223,0.007277534476507592
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,6,task,2,0.001,90,8,0.1702127659574468,10,0.015717513510782752,0.43624729586939043,0.43462556522484347,0.8094541588646142,0.8096882968470251,0.5879355890350484,0.1737191573220792,0.9999903521711497,0.8774120820552678,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.06113508068606599,0.05252440240979375,1.1639367204807396,0.008775422040217211
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,7,task,2,0.001,90,8,0.1702127659574468,10,0.010202595000507728,0.4844608552870744,0.483628682444199,0.7660025818068372,0.7652976796949857,0.562073094442775,0.18148802472243844,0.9999862352331521,0.8813993591935877,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.018484213589254894,0.022786335749096255,0.8111972803695745,0.01497685503410965
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,8,task,2,0.001,90,8,0.1702127659574468,10,0.010337954588585654,0.3626985451625615,0.3631858194961432,0.8686251163990597,0.8684497653372245,0.5110088194263835,0.1738761611802922,0.9999885759279755,0.8756892561553955,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.03513512851772749,0.026671762272101735,1.317315599894886,0.00974190261908702
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,9,task,2,0.001,90,9,0.19148936170212766,10,0.0104258502957,0.39844189880328656,0.3968604003111571,0.8427625975629356,0.8412440532783491,0.5398151641653911,0.1443787467476242,0.9999890065898496,0.8789445652390877,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.06719588870262988,0.05615733068004888,1.196564863196083,0.012356036823429473
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,10,task,2,0.001,90,8,0.1702127659574468,10,0.02347147437853436,0.4413013291376156,0.44701268349462103,0.8052363779991791,0.8052531369017634,0.5669094984807852,0.17364255127715506,0.9999913885915428,0.874045485296117,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.030878043575752523,0.017790377290974962,1.7356598497445537,0.016394842012752986
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,11,task,2,0.001,90,7,0.14893617021276595,10,0.011957708501560629,0.5542054283532395,0.5552045282548455,0.6942252381585867,0.6928563431844166,0.5094054239503003,0.19302006618151923,0.9999905103224696,0.8780390058373306,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.11769884968914113,0.09641587820681508,1.2207413537910572,0.008812458429681244
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,12,task,2,0.001,90,7,0.14893617021276595,10,0.01666297532705052,0.6701772576272058,0.6672096971125617,0.5524653003423778,0.5508624433601761,0.5734985883245463,0.1764022349338866,0.9999925042998237,0.8771175537890675,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.14475249785798994,0.0868546087987038,1.6666069867803055,0.020123942526131564
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,13,task,2,0.001,90,9,0.19148936170212766,10,0.010131490911443154,0.2118732484977097,0.21193925686860673,0.9551720002433292,0.9551097265711176,0.5446734610430618,0.11598144642239225,0.9999882683580936,0.8778043446391456,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.03248529840924087,0.021209175381351038,1.531662491593369,0.020688821989854115
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,14,task,2,0.001,90,8,0.1702127659574468,10,0.014160256965362203,0.47432608902451484,0.47744657936336343,0.7741987813006019,0.775014761271158,0.5602268107920821,0.17178519035681294,0.9999881195645616,0.8732700171138187,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.0186921473629873,0.010848876771585785,1.7229569250840573,0.009472744213945141
2b,dx10,model_dx10.pt,dx,10,10,128,8,4,15,task,2,0.001,90,8,0.1702127659574468,10,0.01292014365824711,0.4673076649366865,0.4648167381370225,0.781834729815038,0.7816235462918584,0.4735903078037082,0.16783642671870946,0.9999908402064304,0.8783182227096997,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.04258058461940184,0.024195859494176283,1.7598293885633858,0.007325631853816122
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,0,task,2,0.001,90,9,0.19148936170212766,15,0.01569238087505524,0.6550601521516437,0.6510334726787479,0.5718122523387986,0.5708961970639237,0.6094327913365682,0.31517891725065983,0.9999781813594126,0.8630027236452129,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.022715284421877868,0.01855174867930417,1.2244282096823804,0.007744437457950804
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,1,task,2,0.001,90,9,0.19148936170212766,15,0.014619108603558138,0.6651934356600145,0.665297768408159,0.5551431908945086,0.5575176931557111,0.5162787523826777,0.24589214683321473,0.9999713799742356,0.8749768637411027,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.032596158971191835,0.0324589090688574,1.0042284200631413,0.01097404064939319
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,2,task,2,0.001,90,10,0.2127659574468085,15,0.017184343469036127,0.6147104007249824,0.6143426179438314,0.6205998830477437,0.6221311232412872,0.571350624715765,0.20522836762234334,0.9999640173005081,0.8691531285138082,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.06171320516281953,0.054799333464114613,1.1261670765253462,0.009801308757692388
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,3,task,2,0.001,90,8,0.1702127659574468,15,0.016671093590152942,0.7101775485820314,0.708461511801616,0.4944732586678683,0.49564784949102514,0.567446882306203,0.29814431897674976,0.9999825747843458,0.8674596509271768,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.026916018161964816,0.02179455177048619,1.2349883789954343,0.012381195647960398
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,4,task,2,0.001,90,8,0.1702127659574468,15,0.01590643155324906,0.7339547483914197,0.7342022124248405,0.458663301470144,0.4613104273147651,0.6456295967629213,0.3198131807606121,0.9999752644196978,0.8654241261999992,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.06261682265419823,0.015208919020166944,4.11711197693726,0.013311355416454887
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,5,task,2,0.001,90,9,0.19148936170212766,14,0.016962269820878347,0.6501541736747377,0.6500874860678044,0.5752688424043322,0.5772995504541645,0.5774486218414837,0.29087177477801873,0.9999745585853178,0.8629864535113948,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.05024352839889762,0.05658212964794883,0.8879752089840084,0.006728570609573058
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,6,task,2,0.001,90,9,0.19148936170212766,15,0.014646740972325817,0.6837106165925213,0.684651270430226,0.5327013905116634,0.5325397927596094,0.5700736801301125,0.2667834221198087,0.99998149606003,0.8677186129450178,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.07913264549198473,0.048665817836538464,1.6260416244884652,0.009286722149182185
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,7,task,2,0.001,90,8,0.1702127659574468,15,0.01750207201360032,0.6834165369870924,0.6817652657280778,0.5306297484724112,0.5329418369735044,0.6697186908351858,0.3843067770477054,0.9999778684266011,0.8563325193566693,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.05401773437909463,0.039306722315766575,1.374261988703831,0.015103046032380062
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,8,task,2,0.001,90,10,0.2127659574468085,15,0.02185753314551944,0.5367013855064967,0.5367973519056766,0.7125981938915757,0.711951622795983,0.6241955541430306,0.2077875807910475,0.9999779135020407,0.86401545543477,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.07612263282787686,0.07532497953607256,1.0105894923134007,0.013083143706800244
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,9,task,2,0.001,90,10,0.2127659574468085,15,0.014566301693709151,0.659626869221925,0.6621695062708443,0.5630276316236045,0.5648923934013517,0.5805049180214773,0.22861995773790644,0.9999777826399281,0.8691003559279461,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.059053669451141266,0.0535103725871041,1.1035929408828875,0.01620715885142093
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,10,task,2,0.001,90,10,0.2127659574468085,15,0.02680656002080597,0.595457749923733,0.5961650615241628,0.6456288802633087,0.6454300680564742,0.5953332194926121,0.18967435046713427,0.9999802074535662,0.8663038718693735,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.1049277779246609,0.12670941027843313,0.8280977529142551,0.026723289074160425
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,11,task,2,0.001,90,8,0.1702127659574468,15,0.017786221143340993,0.6932677687730061,0.6953589135527696,0.5183362163446474,0.5193798007814591,0.6775161169292905,0.29695143782238875,0.9999859759701483,0.8585965483548111,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.03547683001003854,0.019171159533342745,1.8505312601638282,0.0182652355051922
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,12,task,2,0.001,90,9,0.19148936170212766,15,0.01373105399030436,0.5947612744849367,0.59645634777483,0.6468135131204709,0.6462590263737614,0.5737798715169846,0.25796957537920345,0.9999816063965579,0.8700957261918411,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.14039149544595553,0.13309556953636217,1.0548171959067358,0.011792516328617782
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,13,task,2,0.001,90,8,0.1702127659574468,15,0.02650781766676962,0.6275068672278942,0.6234747638207513,0.603352715699323,0.6062351315826217,0.5534642456449429,0.28570858266106886,0.9999837765021369,0.8650290419755199,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.10361418594377014,0.025184254628892767,4.114244692590513,0.027352499000070328
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,14,task,2,0.001,90,9,0.19148936170212766,15,0.013001304624802236,0.5273357269432342,0.5280081058178765,0.7223753048594187,0.721917031089807,0.6091131205518109,0.2839762099208559,0.999978197162205,0.865202414420444,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.08646152671891784,0.08215352567787976,1.0524384194773277,0.011863541181860168
2b,dx15,model_dx15.pt,dx,15,15,128,8,4,15,task,2,0.001,90,8,0.1702127659574468,15,0.017329907691338794,0.7558214626724945,0.7592199642936992,0.42848395558282903,0.42873391656475357,0.5985979045209752,0.2924023736132039,0.9999762343336446,0.8662955631645377,"[2, 2, 2, 2, 2, 2, 2, 2, 2]",0.10445738833519247,0.07880991410215127,1.3254346172715992,0.0170665677835467
