checkpoint,probe_kind,n,B_nat_mean,B_nat_std,E_F_T_mean,E_F_T_std,E_F_TQ_mean,E_F_TQ_std,E_TQ_T_mean,E_TQ_T_std,E_pointwise_F_T_mean,E_pointwise_F_T_std,X_sub_mean,X_sub_std,X_use_mean,X_use_std,d_model_mean,d_model_std,d_x_mean,d_x_std,dim_R_nat_mean,dim_R_nat_std,dim_over_nctx_mean,dim_over_nctx_std,max_closure_mean,max_closure_std,max_refinement_mean,max_refinement_std,mean_closure_mean,mean_closure_std,mean_refinement_mean,mean_refinement_std,mse_krr_mean,mse_krr_std,mse_model_mean,mse_model_std,mse_ratio_mean,mse_ratio_std,n_heads_mean,n_heads_std,n_layers_mean,n_layers_std,r_eff_T_task_mean,r_eff_T_task_std,smax_mean,smax_std,sweep_val_mean,sweep_val_std,tau_sv_mean,tau_sv_std,suite_exp,suite_smax
L2,iso,16,12.0,0.0,1.5261009894762854,0.4299306051042998,1.5261011332579666,0.4299308060427915,4.7749277404084275e-06,1.717872777685516e-05,0.10387804376466968,0.04649495711528384,0.9999999997005357,1.1840553686359213e-09,0.3136728381384286,0.1497826913850018,128.0,0.0,5.0,0.0,10.75,0.5773502691896257,0.22872340425531915,0.012284048280630337,0.41713853933373946,0.08780501192182569,0.9997187596565472,0.0001675273623538169,0.14785519528728397,0.03063405316315101,0.653403534439186,0.01208200606438669,0.016275505647053462,0.017324716448286336,0.2822779307688677,0.19477745665287366,29.934848563697493,24.74883345902299,4.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.001,0.0,2a,2
L2,task,16,12.0,0.0,0.19447347251380176,0.2000145711154363,0.1944734633788044,0.20001453500727132,1.2545979374668345e-07,4.6004331068700627e-07,0.10387804376466968,0.04649495711528384,0.9999999999997858,8.499834800101808e-13,0.951960893454201,0.10061388201000519,128.0,0.0,5.0,0.0,10.75,0.5773502691896257,0.22872340425531915,0.012284048280630337,0.41713853933373946,0.08780501192182569,0.9997187596565472,0.0001675273623538169,0.14785519528728397,0.03063405316315101,0.653403534439186,0.01208200606438669,0.016275505647053462,0.017324716448286336,0.2822779307688677,0.19477745665287366,29.934848563697493,24.74883345902299,4.0,0.0,2.0,0.0,5.0,0.0,2.0,0.0,2.0,0.0,0.001,0.0,2a,2
L4,iso,16,30.0,0.0,0.4706562030803873,0.12215226555868954,0.47065620264843855,0.12215226551409217,1.4767375726022781e-08,2.9579403927419596e-08,0.027170855402517312,0.030300506932832136,0.9999999999999989,2.6746929420445724e-15,0.8116405955928896,0.08025702883439843,128.0,0.0,5.0,0.0,5.75,2.04939015319192,0.1223404255319149,0.043604045812594035,0.4205745524519479,0.07592521036936631,0.9999730192677995,1.0112875871502822e-05,0.09102246178460828,0.015109577177993966,0.7921086473740409,0.0051662962615737,0.011710062680361179,0.009500379844744772,0.05029880279179247,0.11293734761912474,3.8416397068923276,6.031821878842419,4.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.001,0.0,2a,2
L4,task,16,30.0,0.0,0.027902640979709514,0.02258899609484876,0.027902641006943955,0.022588996087753947,3.8307710209837e-10,8.282981806983098e-10,0.027170855402517312,0.030300506932832136,1.0,0.0,0.9986513108643351,0.003309806893886499,128.0,0.0,5.0,0.0,5.75,2.04939015319192,0.1223404255319149,0.043604045812594035,0.4205745524519479,0.07592521036936631,0.9999730192677995,1.0112875871502822e-05,0.09102246178460828,0.015109577177993966,0.7921086473740409,0.0051662962615737,0.011710062680361179,0.009500379844744772,0.05029880279179247,0.11293734761912474,3.8416397068923276,6.031821878842419,4.0,0.0,4.0,0.0,5.0,0.0,2.0,0.0,4.0,0.0,0.001,0.0,2a,2
L6,iso,16,56.0,0.0,0.3443045520180901,0.0963519966814233,0.34430455201818,0.09635199668154519,4.1544724466437744e-12,3.796055923312725e-12,0.011087063331848565,0.00727646712336782,1.0,0.0,0.8899551210290404,0.0553811501181542,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.4225754615499546,0.05323015694761051,0.9999753155848755,1.1788506422985967e-05,0.07447180666348506,0.00834455172309565,0.8515863408196223,0.0031379859762121036,0.012752882732199248,0.012209647616808332,0.020210127738426238,0.020086863674944975,6.0115845018113845,18.230854019810348,4.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,6.0,0.0,0.001,0.0,2a,2
L6,task,16,56.0,0.0,0.012843906389578476,0.004218717674376048,0.012843906389569417,0.00421871767438699,2.464487044119145e-13,1.1672939878359429e-13,0.011087063331848565,0.00727646712336782,1.0,0.0,0.9998174847563517,0.00013638339430368444,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.4225754615499546,0.05323015694761051,0.9999753155848755,1.1788506422985967e-05,0.07447180666348506,0.00834455172309565,0.8515863408196223,0.0031379859762121036,0.012752882732199248,0.012209647616808332,0.020210127738426238,0.020086863674944975,6.0115845018113845,18.230854019810348,4.0,0.0,6.0,0.0,5.0,0.0,2.0,0.0,6.0,0.0,0.001,0.0,2a,2
L8,iso,16,90.0,0.0,0.29707037400716146,0.09567533841468505,0.29707037401371156,0.09567533841379033,6.612146987834255e-11,1.146138674595837e-10,0.011391414338171448,0.007374200335220182,1.0,0.0,0.9130476957176412,0.04999774893079778,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.4668350398470381,0.07614651363480089,0.9999897925154148,5.843277431977348e-06,0.07207243483146186,0.011862205885315818,0.8842686264592887,0.002441230365383837,0.012313823547966346,0.010858104951629938,0.01677376136750041,0.019058878593325255,1.358201977679538,0.467288511920284,4.0,0.0,8.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,0.001,0.0,2a,2
L8,task,16,90.0,0.0,0.009723866568848449,0.004252938665760593,0.009723866568986253,0.004252938665717251,1.5745958037699085e-12,2.601096790918074e-12,0.011391414338171448,0.007374200335220182,1.0,0.0,0.9998884607760786,0.00012037338287435347,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.4668350398470381,0.07614651363480089,0.9999897925154148,5.843277431977348e-06,0.07207243483146186,0.011862205885315818,0.8842686264592887,0.002441230365383837,0.012313823547966346,0.010858104951629938,0.01677376136750041,0.019058878593325255,1.358201977679538,0.467288511920284,4.0,0.0,8.0,0.0,5.0,0.0,2.0,0.0,8.0,0.0,0.001,0.0,2a,2
H1,iso,16,180.0,0.0,0.5464410392098393,0.08423726477778906,0.5464410392099144,0.08423726477769058,6.3331659854810515e-12,1.2280648531580455e-11,0.015951267800132306,0.008191873886699558,1.0,0.0,0.7669277132324803,0.0582840855955759,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11000258569678727,0.04746346860404213,0.9999970034161452,1.0151338674778701e-06,0.027986742461276783,0.00704475873096979,0.8886535031430707,0.00015647648422066832,0.012656668110040101,0.010930022560057531,0.01645084026372117,0.012483484307267503,1.7745728208055522,1.4449670547739446,1.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.001,0.0,2a,4
H1,task,16,180.0,0.0,0.015498826476561861,0.0025506823671636787,0.015498826476558251,0.002550682367156779,2.7137448649463487e-13,1.9305341083029024e-13,0.015951267800132306,0.008191873886699558,1.0,0.0,0.999752927176534,8.234457959426766e-05,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11000258569678727,0.04746346860404213,0.9999970034161452,1.0151338674778701e-06,0.027986742461276783,0.00704475873096979,0.8886535031430707,0.00015647648422066832,0.012656668110040101,0.010930022560057531,0.01645084026372117,0.012483484307267503,1.7745728208055522,1.4449670547739446,1.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.001,0.0,2a,4
H2,iso,16,180.0,0.0,0.2607846029292878,0.07428443379621606,0.26078460292957806,0.0742844337960989,4.485744654898641e-12,9.953469080149429e-12,0.009640954953481433,0.005676767556971439,1.0,0.0,0.9327632645186128,0.034425810342439044,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.13834036988865672,0.05280609880988428,0.9999959530515219,1.094982250019596e-06,0.03247730467249332,0.008368325793886891,0.8886362988424967,0.0002578502817283355,0.015938400148970737,0.015865173205872066,0.018057393538583887,0.01607327205893093,1.3544119895492237,0.5851371764201394,2.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.001,0.0,2a,4
H2,task,16,180.0,0.0,0.009334228782272656,0.0024015441167864987,0.009334228782289745,0.0024015441167859327,3.094689823408805e-13,1.6864592079348098e-13,0.009640954953481433,0.005676767556971439,1.0,0.0,0.9999072540219085,4.727535031078644e-05,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.13834036988865672,0.05280609880988428,0.9999959530515219,1.094982250019596e-06,0.03247730467249332,0.008368325793886891,0.8886362988424967,0.0002578502817283355,0.015938400148970737,0.015865173205872066,0.018057393538583887,0.01607327205893093,1.3544119895492237,0.5851371764201394,2.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.001,0.0,2a,4
H8,iso,16,180.0,0.0,0.2720125841777433,0.051813566013006275,0.27201258417779345,0.051813566012917034,1.879289894808321e-12,2.061677507327683e-12,0.010369244936375418,0.004518387746898759,1.0,0.0,0.9289716138414906,0.026437795038719576,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11122015737130592,0.0424272109582052,0.9999982770172886,3.497159585107365e-07,0.02880321273804087,0.00819738109269284,0.8886634837328525,0.00019786170754410552,0.009165728781800922,0.006019594025080068,0.01074237228163186,0.005954737226778496,1.6253934193315427,1.5357144966967298,8.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,8.0,0.0,0.001,0.0,2a,4
H8,task,16,180.0,0.0,0.009090269182886437,0.002215213128836753,0.009090269182891027,0.0022152131288295496,1.862990496228961e-13,1.1023444714765534e-13,0.010369244936375418,0.004518387746898759,1.0,0.0,0.9999127674531751,4.435639088024641e-05,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11122015737130592,0.0424272109582052,0.9999982770172886,3.497159585107365e-07,0.02880321273804087,0.00819738109269284,0.8886634837328525,0.00019786170754410552,0.009165728781800922,0.006019594025080068,0.01074237228163186,0.005954737226778496,1.6253934193315427,1.5357144966967298,8.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,8.0,0.0,0.001,0.0,2a,4
L12,iso,16,364.0,0.0,0.26500298618615303,0.07438832803081405,0.28255288309959325,0.10537023985737952,0.032831692716576134,0.13132676821731726,0.00918455573695948,0.004359062969506582,0.982753279906144,0.06898688037542405,0.9150910928339727,0.0719501731310815,128.0,0.0,5.0,0.0,4.9375,0.25,0.10505319148936171,0.0053191489361702135,0.12788045419328828,0.04055088961738413,0.9999991220185445,2.1930087830761218e-07,0.026431209429229573,0.00727335329366957,0.9228923584542694,0.00011202159311459771,0.009240878541032182,0.004347645156707016,0.010372666011141209,0.004465490685687344,1.2165074272768641,0.5007514461844469,4.0,0.0,12.0,0.0,5.0,0.0,4.0,0.0,12.0,0.0,0.001,0.0,2a,4
L12,task,16,364.0,0.0,0.00930412023042281,0.002149683522800907,0.03445182262277404,0.10179907392684938,0.025799161104256726,0.10319664437096882,0.00918455573695948,0.004359062969506582,0.989350452589999,0.04259818964000414,0.9891123284479715,0.043212387625065456,128.0,0.0,5.0,0.0,4.9375,0.25,0.10505319148936171,0.0053191489361702135,0.12788045419328828,0.04055088961738413,0.9999991220185445,2.1930087830761218e-07,0.026431209429229573,0.00727335329366957,0.9228923584542694,0.00011202159311459771,0.009240878541032182,0.004347645156707016,0.010372666011141209,0.004465490685687344,1.2165074272768641,0.5007514461844469,4.0,0.0,12.0,0.0,5.0,0.0,4.0,0.0,12.0,0.0,0.001,0.0,2a,4
L2,iso,16,24.0,0.0,1.5261009894762854,0.4299306051042998,1.5261009894722042,0.4299306051738021,1.926220626749312e-08,6.283411904209688e-08,0.10387804376466968,0.04649495711528384,0.9999999999999959,1.5852751162513232e-14,0.3136729537036431,0.14978256549055602,128.0,0.0,5.0,0.0,16.75,0.5773502691896257,0.3563829787234043,0.012284048280630342,0.11468546465650184,0.05558502141663688,0.9999535003077835,2.0570751133774633e-05,0.04408098827148589,0.019226710570225475,0.66658084238622,4.562458197852685e-05,0.016275505647053462,0.017324716448286336,0.2822779307688677,0.19477745665287366,29.934848563697493,24.74883345902299,4.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.001,0.0,2a,4
L2,task,16,24.0,0.0,0.19447347251380176,0.2000145711154363,0.1944734725791506,0.20001457136676204,5.245523139237426e-10,1.8446345625826464e-09,0.10387804376466968,0.04649495711528384,1.0,0.0,0.9519608850624418,0.10061391535482606,128.0,0.0,5.0,0.0,16.75,0.5773502691896257,0.3563829787234043,0.012284048280630342,0.11468546465650184,0.05558502141663688,0.9999535003077835,2.0570751133774633e-05,0.04408098827148589,0.019226710570225475,0.66658084238622,4.562458197852685e-05,0.016275505647053462,0.017324716448286336,0.2822779307688677,0.19477745665287366,29.934848563697493,24.74883345902299,4.0,0.0,2.0,0.0,5.0,0.0,4.0,0.0,2.0,0.0,0.001,0.0,2a,4
L4,iso,16,60.0,0.0,0.4706562030803873,0.12215226555868954,0.4706562030873286,0.12215226555387923,1.8215918226292934e-10,2.9398213520790094e-10,0.027170855402517312,0.030300506932832136,1.0,0.0,0.8116405952209325,0.08025702889101995,128.0,0.0,5.0,0.0,6.875,5.123475382979799,0.14627659574468085,0.1090101145314851,0.11515914753369534,0.048752430188985445,0.9999901152508595,3.9965626687590665e-06,0.02818192419076186,0.009895102707194774,0.7999856145638489,5.158616603011961e-06,0.011710062680361179,0.009500379844744772,0.05029880279179247,0.11293734761912474,3.8416397068923276,6.031821878842419,4.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.001,0.0,2a,4
L4,task,16,60.0,0.0,0.027902640979709514,0.02258899609484876,0.027902640979885842,0.02258899609480689,5.714610911310155e-12,9.554691455895025e-12,0.027170855402517312,0.030300506932832136,1.0,0.0,0.9986513108655446,0.003309806894212317,128.0,0.0,5.0,0.0,6.875,5.123475382979799,0.14627659574468085,0.1090101145314851,0.11515914753369534,0.048752430188985445,0.9999901152508595,3.9965626687590665e-06,0.02818192419076186,0.009895102707194774,0.7999856145638489,5.158616603011961e-06,0.011710062680361179,0.009500379844744772,0.05029880279179247,0.11293734761912474,3.8416397068923276,6.031821878842419,4.0,0.0,4.0,0.0,5.0,0.0,4.0,0.0,4.0,0.0,0.001,0.0,2a,4
L6,iso,16,112.0,0.0,0.3443045520180901,0.0963519966814233,0.3443045520180873,0.09635199668140547,5.664639155796346e-13,3.0373716160476677e-13,0.011087063331848565,0.00727646712336782,1.0,0.0,0.8899551210291095,0.05538115011806257,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11689804438905321,0.05321394877633774,0.9999941553148337,1.6530596858082872e-06,0.02906178238504683,0.008300270054996355,0.8570296621240557,5.504691200408173e-05,0.012752882732199248,0.012209647616808332,0.020210127738426238,0.020086863674944975,6.0115845018113845,18.230854019810348,4.0,0.0,6.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,0.001,0.0,2a,4
L6,task,16,112.0,0.0,0.012843906389578476,0.004218717674376048,0.012843906389567878,0.004218717674384308,1.953267319119938e-13,1.1869672427032733e-13,0.011087063331848565,0.00727646712336782,1.0,0.0,0.9998174847563519,0.00013638339430344996,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11689804438905321,0.05321394877633774,0.9999941553148337,1.6530596858082872e-06,0.02906178238504683,0.008300270054996355,0.8570296621240557,5.504691200408173e-05,0.012752882732199248,0.012209647616808332,0.020210127738426238,0.020086863674944975,6.0115845018113845,18.230854019810348,4.0,0.0,6.0,0.0,5.0,0.0,4.0,0.0,6.0,0.0,0.001,0.0,2a,4
L8,iso,16,180.0,0.0,0.29707037400716146,0.09567533841468505,0.2970703740077286,0.09567533841538946,3.885322827198333e-12,6.341676006111701e-12,0.011391414338171448,0.007374200335220182,1.0,0.0,0.9130476957207423,0.049997748931443244,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11912073995124811,0.03704599375546127,0.999997652984111,7.279062854245852e-07,0.03207375492558137,0.007040693823578922,0.8886091171025168,0.00018024201328216232,0.012313823547966346,0.010858104951629938,0.01677376136750041,0.019058878593325255,1.358201977679538,0.467288511920284,4.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,8.0,0.0,0.001,0.0,2a,4
L8,task,16,180.0,0.0,0.009723866568848449,0.004252938665760593,0.009723866568848927,0.004252938665777499,2.310791087622408e-13,1.3942112169283303e-13,0.011391414338171448,0.007374200335220182,1.0,0.0,0.999888460776081,0.00012037338287514086,128.0,0.0,5.0,0.0,5.0,0.0,0.10638297872340426,0.0,0.11912073995124811,0.03704599375546127,0.999997652984111,7.279062854245852e-07,0.03207375492558137,0.007040693823578922,0.8886091171025168,0.00018024201328216232,0.012313823547966346,0.010858104951629938,0.01677376136750041,0.019058878593325255,1.358201977679538,0.467288511920284,4.0,0.0,8.0,0.0,5.0,0.0,4.0,0.0,8.0,0.0,0.001,0.0,2a,4
dx10,iso,16,45.0,0.0,0.4339653511076388,0.06366093863698805,0.9238439273528184,0.08494748358111776,0.8066860915596497,0.07975827080115747,0.012382326654410166,0.00426677265636003,0.34329375428440884,0.12136176794887792,0.28563218173635185,0.10779486661274533,128.0,0.0,10.0,0.0,5.375,0.8850612031567836,0.11436170212765957,0.018831089428867732,0.7445896939727947,0.03698245000826614,0.9999694719824879,1.3063558560568368e-05,0.4138306361368437,0.03773187249130166,0.8376468874075582,0.006577035797587904,0.031812066741225165,0.0276587154030894,0.045458241022315556,0.03946148833365693,1.4734011626207972,0.5249060761118656,4.0,0.0,8.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,0.001,0.0,2b,1
dx10,task,16,45.0,0.0,0.013449825742140913,0.002971169877921525,0.6731063632656425,0.07668878457965903,0.6721628970486517,0.07611003023763857,0.012382326654410166,0.00426677265636003,0.5427663491732273,0.10023004090755658,0.5428190893674486,0.10034229879881011,128.0,0.0,10.0,0.0,5.375,0.8850612031567836,0.11436170212765957,0.018831089428867732,0.7445896939727947,0.03698245000826614,0.9999694719824879,1.3063558560568368e-05,0.4138306361368437,0.03773187249130166,0.8376468874075582,0.006577035797587904,0.031812066741225165,0.0276587154030894,0.045458241022315556,0.03946148833365693,1.4734011626207972,0.5249060761118656,4.0,0.0,8.0,0.0,10.0,0.0,1.0,0.0,10.0,0.0,0.001,0.0,2b,1
dx15,iso,16,45.0,0.0,0.3799038473455765,0.059660628844600626,0.9993340079275409,0.04789737420101866,0.9151168298004655,0.0350535544663501,0.014230289259515983,0.00592950878171091,0.1614092331169396,0.06357524851132283,0.14017513124762557,0.058503448150760765,128.0,0.0,15.0,0.0,5.8125,0.9105858919765157,0.12367021276595744,0.019374167914393947,0.743860150857068,0.05510633928429223,0.9773337731772234,0.014558397290306372,0.4928290663558604,0.0484638149536607,0.8030324637616316,0.017091922920623302,0.05508295735521386,0.03646435115306637,0.06877855651872393,0.0330976999729419,1.558434328493776,1.0317253450691768,4.0,0.0,8.0,0.0,14.9375,0.25,1.0,0.0,15.0,0.0,0.001,0.0,2b,1
