step,elapsed_sec,train_loss,lr,n_tgt,eval_mse,krr_mse,mse_over_krr,pred_to_krr_mse
1,0.6536898612976074,1.261907935142517,0.0003,64.0,0.8220933079719543,0.07337501086294651,12.740535616874695,0.7412663623690605
1,0.6536898612976074,1.261907935142517,0.0003,128.0,1.02594855427742,0.07934933248907328,14.225998878479004,0.9348061382770538
500,33.238914012908936,0.10074926912784576,0.00029326316315815787,64.0,0.09147432912141085,0.07486353674903512,1.2571762204170227,0.017687103478237987
500,33.238914012908936,0.10074926912784576,0.00029326316315815787,128.0,0.10918471775949001,0.0798272117972374,1.410147801041603,0.02932656602934003
1000,66.45775365829468,0.09204483032226562,0.00028651282564128207,64.0,0.08884470164775848,0.07827830500900745,1.1597496718168259,0.013324812054634094
1000,66.45775365829468,0.09204483032226562,0.00028651282564128207,128.0,0.09517984744161367,0.07647123374044895,1.2606476545333862,0.016633635270409286
1500,100.04363584518433,0.0825931578874588,0.0002797624881244062,64.0,0.08260639104992151,0.07346593774855137,1.1522027999162674,0.009495356935076416
1500,100.04363584518433,0.0825931578874588,0.0002797624881244062,128.0,0.08700629230588675,0.07596115581691265,1.1624264121055603,0.011980875860899687
2000,133.81928086280823,0.0715399831533432,0.00027301215060753035,64.0,0.08206375036388636,0.07372943870723248,1.124475583434105,0.007306991668883711
2000,133.81928086280823,0.0715399831533432,0.00027301215060753035,128.0,0.0837559150531888,0.07170410454273224,1.2028202265501022,0.011215765262022614
2500,167.95085287094116,0.08285225927829742,0.00026626181309065454,64.0,0.08623711112886667,0.07793296314775944,1.1184813231229782,0.006325898692011833
2500,167.95085287094116,0.08285225927829742,0.00026626181309065454,128.0,0.08270558062940836,0.07525699120014906,1.1031485944986343,0.00798412470612675
3000,202.04405975341797,0.07857216894626617,0.0002595114755737787,64.0,0.08170823194086552,0.07562608830630779,1.0939580202102661,0.005352276028133929
3000,202.04405975341797,0.07857216894626617,0.0002595114755737787,128.0,0.08298660162836313,0.0752796633169055,1.1172606498003006,0.0066876469645649195
3500,239.7760467529297,0.08636161684989929,0.0002527611380569028,64.0,0.07770055066794157,0.07456577476114035,1.0497636049985886,0.004228024830808863
3500,239.7760467529297,0.08636161684989929,0.0002527611380569028,128.0,0.08280552830547094,0.07839410938322544,1.0610154420137405,0.0042606283677741885
4000,282.9291708469391,0.07897189259529114,0.00024601080054002697,64.0,0.07903012726455927,0.07432179572060704,1.0719067007303238,0.00538950867485255
4000,282.9291708469391,0.07897189259529114,0.00024601080054002697,128.0,0.08472553361207247,0.07938408385962248,1.070457935333252,0.006373625074047595
4500,326.1023938655853,0.07362587749958038,0.00023926046302315113,64.0,0.08042235299944878,0.07485306356102228,1.0872028321027756,0.006639477796852589
4500,326.1023938655853,0.07362587749958038,0.00023926046302315113,128.0,0.08259884174913168,0.07153524504974484,1.1839687079191208,0.010801011230796576
5000,369.3092999458313,0.07865849882364273,0.0002325101255062753,64.0,0.08373983390629292,0.07779025658965111,1.0851880460977554,0.005480647902004421
5000,369.3092999458313,0.07865849882364273,0.0002325101255062753,128.0,0.08192245941609144,0.07381073851138353,1.1172212660312653,0.007331943430472165
5500,412.56873178482056,0.08124005794525146,0.00022575978798939944,64.0,0.08428269531577826,0.07865368854254484,1.0739834159612656,0.004475323745282367
5500,412.56873178482056,0.08124005794525146,0.00022575978798939944,128.0,0.08103588595986366,0.07664514146745205,1.0633533895015717,0.004316313337767497
6000,456.4393448829651,0.0691758394241333,0.0002190094504725236,64.0,0.07907785568386316,0.07300271792337298,1.0842610597610474,0.005403757095336914
6000,456.4393448829651,0.0691758394241333,0.0002190094504725236,128.0,0.08024972304701805,0.07360614510253072,1.1039670258760452,0.0072377254837192595
6500,499.53001070022583,0.07401950657367706,0.00021225911295564778,64.0,0.07752663735300303,0.07373556913807988,1.056406483054161,0.003252311231335625
6500,499.53001070022583,0.07401950657367706,0.00021225911295564778,128.0,0.07630300614982843,0.07097575347870588,1.0810829252004623,0.0037773096410091966
7000,543.002338886261,0.07160787284374237,0.00020550877543877192,64.0,0.08272548858076334,0.07836032658815384,1.0581733584403992,0.0034317191457375884
7000,543.002338886261,0.07160787284374237,0.00020550877543877192,128.0,0.0757612083107233,0.07326095551252365,1.03899747133255,0.004045406356453896
7500,586.6434097290039,0.08691693842411041,0.00019875843792189606,64.0,0.08083289675414562,0.0773478914052248,1.048014223575592,0.0034152356965932995
7500,586.6434097290039,0.08691693842411041,0.00019875843792189606,128.0,0.07993111200630665,0.0765022300183773,1.0458758473396301,0.003854214126477018
8000,632.1731688976288,0.0777011513710022,0.00019200810040502026,64.0,0.07975417282432318,0.07557220198214054,1.0699390470981598,0.00403613515663892
8000,632.1731688976288,0.0777011513710022,0.00019200810040502026,128.0,0.07740649860352278,0.07322650868445635,1.0592575371265411,0.004386422602692619
8500,679.0012798309326,0.07345148921012878,0.0001852577628881444,64.0,0.07784165721386671,0.07495449762791395,1.0472045689821243,0.003622287214966491
8500,679.0012798309326,0.07345148921012878,0.0001852577628881444,128.0,0.08556988555938005,0.08086958806961775,1.0694245994091034,0.004328844981500879
9000,730.107813835144,0.07714527100324631,0.00017850742537126854,64.0,0.0790177769958973,0.0754578416235745,1.053891733288765,0.003273793001426384
9000,730.107813835144,0.07714527100324631,0.00017850742537126854,128.0,0.0814621290192008,0.07673544296994805,1.0698923543095589,0.0036273106816224754
9500,779.6392529010773,0.06735280901193619,0.0001717570878543927,64.0,0.07852902356535196,0.07609068974852562,1.0371219217777252,0.003597225353587419
9500,779.6392529010773,0.06735280901193619,0.0001717570878543927,128.0,0.07971404120326042,0.07559637306258082,1.063269168138504,0.004096402117284015
10000,830.8768918514252,0.06878169625997543,0.00016500675033751688,64.0,0.08139004185795784,0.07958501297980547,1.0304201543331146,0.0023876671184552833
10000,830.8768918514252,0.06878169625997543,0.00016500675033751688,128.0,0.07730036415159702,0.07488349918276072,1.0332300588488579,0.0027076328988187015
10500,878.9320907592773,0.07418571412563324,0.00015825641282064102,64.0,0.07689193729311228,0.07436156319454312,1.0408237874507904,0.0026825588138308376
10500,878.9320907592773,0.07418571412563324,0.00015825641282064102,128.0,0.08079244382679462,0.07822331599891186,1.0426430106163025,0.003245151659939438
11000,926.8148748874664,0.07821626961231232,0.00015150607530376519,64.0,0.07796619646251202,0.07552539650350809,1.0445105731487274,0.003264209983171895
11000,926.8148748874664,0.07821626961231232,0.00015150607530376519,128.0,0.07702082768082619,0.07511623855680227,1.034419521689415,0.0034200704540126026
11500,974.7244327068329,0.09639614820480347,0.00014475573778688935,64.0,0.07744393590837717,0.07541626691818237,1.0330830216407776,0.002387431333772838
11500,974.7244327068329,0.09639614820480347,0.00014475573778688935,128.0,0.08141297660768032,0.0780950766056776,1.0468301624059677,0.00438922451576218
12000,1025.4596269130707,0.06811735033988953,0.0001380054002700135,64.0,0.07954339683055878,0.07702052127569914,1.0384325087070465,0.0027344230620656163
12000,1025.4596269130707,0.06811735033988953,0.0001380054002700135,128.0,0.07757596112787724,0.0741425296291709,1.050648033618927,0.0031132851145230234
12500,1081.3150238990784,0.08045032620429993,0.00013125506275313766,64.0,0.07633907720446587,0.07379193045198917,1.0449935346841812,0.0025117769255302846
12500,1081.3150238990784,0.08045032620429993,0.00013125506275313766,128.0,0.07831578887999058,0.07543150847777724,1.0415263772010803,0.002459498879034072
13000,1131.3872668743134,0.07288482785224915,0.00012450472523626183,64.0,0.07789744529873133,0.0754585126414895,1.034796804189682,0.0019506297976477072
13000,1131.3872668743134,0.07288482785224915,0.00012450472523626183,128.0,0.07794598210602999,0.07550971955060959,1.0342985391616821,0.0022949082194827497
13500,1188.445553779602,0.07150323688983917,0.00011775438771938597,64.0,0.0779059873893857,0.07583618443459272,1.0317837819457054,0.0024312101013492793
13500,1188.445553779602,0.07150323688983917,0.00011775438771938597,128.0,0.07814829330891371,0.07534949481487274,1.0361934006214142,0.0029065542039461434
14000,1238.534180879593,0.07108865678310394,0.00011100405020251014,64.0,0.07527792826294899,0.07348658889532089,1.0266052782535553,0.0018224670056952164
14000,1238.534180879593,0.07108865678310394,0.00011100405020251014,128.0,0.0737744951620698,0.07200414780527353,1.0230617076158524,0.0021384786523412913
14500,1288.3890109062195,0.08000421524047852,0.00010425371268563431,64.0,0.07900041528046131,0.07699522282928228,1.028468370437622,0.0018305314588360488
14500,1288.3890109062195,0.08000421524047852,0.00010425371268563431,128.0,0.07734668906778097,0.07454822864383459,1.0371026620268822,0.002166839287383482
15000,1337.6936378479004,0.08400821685791016,9.750337516875845e-05,64.0,0.07899031415581703,0.07595847267657518,1.0423934608697891,0.0017699918680591509
15000,1337.6936378479004,0.08400821685791016,9.750337516875845e-05,128.0,0.07886503264307976,0.0769288083538413,1.0302486941218376,0.002318951505003497
15500,1385.3746438026428,0.08053559064865112,9.075303765188262e-05,64.0,0.07401626650243998,0.07304392568767071,1.015122503042221,0.0016394586564274505
15500,1385.3746438026428,0.08053559064865112,9.075303765188262e-05,128.0,0.07837225031107664,0.076432672329247,1.0299159586429596,0.001771443843608722
16000,1432.6667079925537,0.07459701597690582,8.400270013500679e-05,64.0,0.08427747059613466,0.081673682667315,1.0364103466272354,0.0018456983234500512
16000,1432.6667079925537,0.07459701597690582,8.400270013500679e-05,128.0,0.07496653217822313,0.0736295199021697,1.0232847481966019,0.0019259431574027985
16500,1481.2494378089905,0.08091583847999573,7.72523626181309e-05,64.0,0.07427106611430645,0.07279511447995901,1.0246136412024498,0.001612381252925843
16500,1481.2494378089905,0.08091583847999573,7.72523626181309e-05,128.0,0.07729402277618647,0.07599659822881222,1.0219710692763329,0.0018521297606639564
17000,1530.1310849189758,0.07505597919225693,7.050202510125507e-05,64.0,0.07705577276647091,0.07519600074738264,1.0235334187746048,0.001541479243314825
17000,1530.1310849189758,0.07505597919225693,7.050202510125507e-05,128.0,0.07623775396496058,0.07457693852484226,1.0280905365943909,0.0017358813202008605
17500,1579.80588388443,0.07492569833993912,6.375168758437924e-05,64.0,0.07882714364677668,0.07592763006687164,1.0384485572576523,0.0021785410935990512
17500,1579.80588388443,0.07492569833993912,6.375168758437924e-05,128.0,0.07346108835190535,0.07109170965850353,1.033353790640831,0.0022043037897674367
18000,1632.4366209506989,0.08005395531654358,5.700135006750338e-05,64.0,0.0768734160810709,0.07543047610670328,1.019250065088272,0.0014061056426726282
18000,1632.4366209506989,0.08005395531654358,5.700135006750338e-05,128.0,0.07985939737409353,0.07897286769002676,1.0135417878627777,0.0015351130423368886
18500,1682.9744420051575,0.06298144161701202,5.025101255062755e-05,64.0,0.07643582671880722,0.07522087078541517,1.0217732340097427,0.0013000042526982725
18500,1682.9744420051575,0.06298144161701202,5.025101255062755e-05,128.0,0.07828621473163366,0.07632478140294552,1.0326743572950363,0.001970391531358473
19000,1732.3182668685913,0.07354630529880524,4.350067503375174e-05,64.0,0.07497289218008518,0.07385505642741919,1.012489378452301,0.0012339761888142675
19000,1732.3182668685913,0.07354630529880524,4.350067503375174e-05,128.0,0.07693549524992704,0.07575856987386942,1.0195064693689346,0.0012982386542716995
19500,1781.501366853714,0.06981232762336731,3.675033751687588e-05,64.0,0.07513187453150749,0.07400529365986586,1.018796719610691,0.0010729816494858824
19500,1781.501366853714,0.06981232762336731,3.675033751687588e-05,128.0,0.0814795233309269,0.08027031365782022,1.017547719180584,0.0014034900668775663
20000,1828.2364628314972,0.06350007653236389,3.0000000000000024e-05,64.0,0.0709052998572588,0.06993086636066437,1.0172360986471176,0.0011335853196214885
20000,1828.2364628314972,0.06350007653236389,3.0000000000000024e-05,128.0,0.08075679931789637,0.07912793289870024,1.0184550806879997,0.001406640454661101
